============================================================
Log started at: 20251215_200711
Log file: sudoku_ga_log_20251215_200711.txt
============================================================

==================== EXPERIMENT CONFIGURATION ====================
Sudoku File:          .\computacion_evolutiva_1\sencillo.txt
Algorithm Runs:       1
Population Size:      100
Mutation Rate:        0.01
Elite Size:           5
Crossover Rate:       0.9
Crossover Type:       single_point
Elitism Replacement:  worst
================================================================

Loading board from .\computacion_evolutiva_1\sencillo.txt...
Initial Board:
0 0 0 | 0 3 0 | 0 0 4 
0 9 0 | 4 0 6 | 0 7 0 
0 5 0 | 0 0 0 | 3 8 0 
---------------------
0 0 0 | 0 7 8 | 0 0 3 
3 0 0 | 0 0 0 | 6 9 0 
5 4 0 | 6 0 0 | 0 2 0 
---------------------
7 0 5 | 0 2 4 | 0 0 0 
9 8 4 | 0 6 5 | 2 0 0 
0 2 6 | 0 8 0 | 0 0 9 

Starting Mutation Rate Sweep: [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7]
Runs per rate: 10

########################################
### TESTING MUTATION RATE: 0.1 ###
########################################

--- Mutation 0.1 | Run 1/10 ---
Gen 860: Best Fitness = 22.00 | Avg Fitness = 49.29
Gen 870: Best Fitness = 22.00 | Avg Fitness = 48.89
Gen 880: Best Fitness = 22.00 | Avg Fitness = 47.34
Gen 890: Best Fitness = 22.00 | Avg Fitness = 46.22
Gen 900: Best Fitness = 22.00 | Avg Fitness = 48.29
Gen 910: Best Fitness = 22.00 | Avg Fitness = 47.14
Gen 920: Best Fitness = 22.00 | Avg Fitness = 46.58
Gen 930: Best Fitness = 22.00 | Avg Fitness = 44.49
Gen 940: Best Fitness = 22.00 | Avg Fitness = 45.81
Gen 950: Best Fitness = 22.00 | Avg Fitness = 47.09
Gen 960: Best Fitness = 22.00 | Avg Fitness = 47.07
Gen 970: Best Fitness = 22.00 | Avg Fitness = 46.58
Gen 980: Best Fitness = 22.00 | Avg Fitness = 46.76
Gen 990: Best Fitness = 22.00 | Avg Fitness = 47.72
Max generations reached.
Run Finished. Final Fitness: 22.0

--- Mutation 0.2 | Run 3/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 40.00 | Avg Fitness = 66.37
Gen 10: Best Fitness = 26.00 | Avg Fitness = 46.99
Gen 20: Best Fitness = 26.00 | Avg Fitness = 48.43
Gen 30: Best Fitness = 26.00 | Avg Fitness = 49.73
Gen 40: Best Fitness = 25.00 | Avg Fitness = 45.84
Gen 50: Best Fitness = 25.00 | Avg Fitness = 47.49
Gen 60: Best Fitness = 23.00 | Avg Fitness = 46.66
Gen 70: Best Fitness = 23.00 | Avg Fitness = 46.29
Gen 80: Best Fitness = 23.00 | Avg Fitness = 47.96
Gen 90: Best Fitness = 23.00 | Avg Fitness = 45.51
Gen 100: Best Fitness = 23.00 | Avg Fitness = 50.02
Gen 110: Best Fitness = 23.00 | Avg Fitness = 49.02
Gen 120: Best Fitness = 23.00 | Avg Fitness = 48.63
Gen 130: Best Fitness = 23.00 | Avg Fitness = 49.41
Gen 140: Best Fitness = 21.00 | Avg Fitness = 45.99
Gen 150: Best Fitness = 21.00 | Avg Fitness = 48.28
Gen 160: Best Fitness = 21.00 | Avg Fitness = 47.63
Gen 170: Best Fitness = 21.00 | Avg Fitness = 47.33
Gen 180: Best Fitness = 21.00 | Avg Fitness = 49.55
Gen 190: Best Fitness = 21.00 | Avg Fitness = 49.17
Gen 200: Best Fitness = 21.00 | Avg Fitness = 47.59
Gen 210: Best Fitness = 21.00 | Avg Fitness = 49.40
Gen 220: Best Fitness = 21.00 | Avg Fitness = 47.75
Gen 230: Best Fitness = 21.00 | Avg Fitness = 45.09
Gen 240: Best Fitness = 21.00 | Avg Fitness = 45.66
Gen 250: Best Fitness = 21.00 | Avg Fitness = 46.68
Gen 260: Best Fitness = 21.00 | Avg Fitness = 47.15
Gen 270: Best Fitness = 21.00 | Avg Fitness = 46.17
Gen 280: Best Fitness = 21.00 | Avg Fitness = 47.49
Gen 290: Best Fitness = 21.00 | Avg Fitness = 46.02
Gen 300: Best Fitness = 21.00 | Avg Fitness = 46.04
Gen 310: Best Fitness = 21.00 | Avg Fitness = 48.02
Gen 320: Best Fitness = 21.00 | Avg Fitness = 47.83
Gen 330: Best Fitness = 21.00 | Avg Fitness = 46.21
Gen 340: Best Fitness = 21.00 | Avg Fitness = 48.17
Gen 350: Best Fitness = 21.00 | Avg Fitness = 49.55
Gen 360: Best Fitness = 21.00 | Avg Fitness = 48.48
Gen 370: Best Fitness = 21.00 | Avg Fitness = 47.65
Gen 380: Best Fitness = 21.00 | Avg Fitness = 51.98
Gen 390: Best Fitness = 21.00 | Avg Fitness = 50.85
Gen 400: Best Fitness = 21.00 | Avg Fitness = 47.14
Gen 410: Best Fitness = 21.00 | Avg Fitness = 47.07
Gen 420: Best Fitness = 21.00 | Avg Fitness = 47.48
Gen 430: Best Fitness = 21.00 | Avg Fitness = 47.92
Gen 440: Best Fitness = 21.00 | Avg Fitness = 47.09
Gen 450: Best Fitness = 21.00 | Avg Fitness = 47.11
Gen 460: Best Fitness = 21.00 | Avg Fitness = 45.80
Gen 470: Best Fitness = 21.00 | Avg Fitness = 46.45
Gen 480: Best Fitness = 21.00 | Avg Fitness = 44.38
Gen 490: Best Fitness = 21.00 | Avg Fitness = 46.90
Gen 500: Best Fitness = 21.00 | Avg Fitness = 46.58
Gen 510: Best Fitness = 21.00 | Avg Fitness = 46.38
Gen 520: Best Fitness = 21.00 | Avg Fitness = 46.08
Gen 530: Best Fitness = 21.00 | Avg Fitness = 47.61
Gen 540: Best Fitness = 21.00 | Avg Fitness = 45.41
Gen 550: Best Fitness = 21.00 | Avg Fitness = 47.39
Gen 560: Best Fitness = 21.00 | Avg Fitness = 48.02
Gen 570: Best Fitness = 21.00 | Avg Fitness = 47.58
Gen 580: Best Fitness = 21.00 | Avg Fitness = 44.76
Gen 590: Best Fitness = 21.00 | Avg Fitness = 46.71
Gen 600: Best Fitness = 21.00 | Avg Fitness = 45.61
Gen 610: Best Fitness = 21.00 | Avg Fitness = 48.10
Gen 620: Best Fitness = 21.00 | Avg Fitness = 46.28
Gen 630: Best Fitness = 21.00 | Avg Fitness = 48.66
Gen 640: Best Fitness = 21.00 | Avg Fitness = 47.06
Gen 650: Best Fitness = 21.00 | Avg Fitness = 50.02
Gen 660: Best Fitness = 21.00 | Avg Fitness = 50.34
Gen 670: Best Fitness = 21.00 | Avg Fitness = 46.23
Gen 680: Best Fitness = 21.00 | Avg Fitness = 45.86
Gen 690: Best Fitness = 21.00 | Avg Fitness = 49.09
Gen 700: Best Fitness = 21.00 | Avg Fitness = 46.82
Gen 710: Best Fitness = 21.00 | Avg Fitness = 47.36
Gen 720: Best Fitness = 21.00 | Avg Fitness = 46.17
Gen 730: Best Fitness = 21.00 | Avg Fitness = 50.83
Gen 740: Best Fitness = 21.00 | Avg Fitness = 47.36
Gen 750: Best Fitness = 21.00 | Avg Fitness = 45.02
Gen 760: Best Fitness = 21.00 | Avg Fitness = 46.76
Gen 770: Best Fitness = 21.00 | Avg Fitness = 46.22
Gen 780: Best Fitness = 21.00 | Avg Fitness = 46.27
Gen 790: Best Fitness = 21.00 | Avg Fitness = 44.90
Gen 800: Best Fitness = 21.00 | Avg Fitness = 47.12
Gen 810: Best Fitness = 19.00 | Avg Fitness = 45.83
Gen 820: Best Fitness = 19.00 | Avg Fitness = 46.30
Gen 830: Best Fitness = 19.00 | Avg Fitness = 47.60
Gen 840: Best Fitness = 19.00 | Avg Fitness = 44.89
Gen 850: Best Fitness = 19.00 | Avg Fitness = 47.39
Gen 860: Best Fitness = 19.00 | Avg Fitness = 48.87
Gen 870: Best Fitness = 19.00 | Avg Fitness = 46.43
Gen 880: Best Fitness = 19.00 | Avg Fitness = 47.27
Gen 890: Best Fitness = 19.00 | Avg Fitness = 45.67
Gen 900: Best Fitness = 19.00 | Avg Fitness = 47.05
Gen 910: Best Fitness = 19.00 | Avg Fitness = 46.49
Gen 920: Best Fitness = 19.00 | Avg Fitness = 44.44
Gen 930: Best Fitness = 19.00 | Avg Fitness = 48.58
Gen 940: Best Fitness = 19.00 | Avg Fitness = 46.92
Gen 950: Best Fitness = 19.00 | Avg Fitness = 48.99
Gen 960: Best Fitness = 19.00 | Avg Fitness = 47.04
Gen 970: Best Fitness = 19.00 | Avg Fitness = 45.02
Gen 980: Best Fitness = 19.00 | Avg Fitness = 47.34
Gen 990: Best Fitness = 19.00 | Avg Fitness = 47.90
Max generations reached.
Run Finished. Final Fitness: 19.0

--- Mutation 0.2 | Run 4/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 41.00 | Avg Fitness = 64.23
Gen 10: Best Fitness = 29.00 | Avg Fitness = 49.42
Gen 20: Best Fitness = 25.00 | Avg Fitness = 50.33
Gen 30: Best Fitness = 25.00 | Avg Fitness = 47.70
Gen 40: Best Fitness = 25.00 | Avg Fitness = 47.73
Gen 50: Best Fitness = 25.00 | Avg Fitness = 48.99
Gen 60: Best Fitness = 25.00 | Avg Fitness = 46.28
Gen 70: Best Fitness = 25.00 | Avg Fitness = 47.67
Gen 80: Best Fitness = 25.00 | Avg Fitness = 48.18
Gen 90: Best Fitness = 25.00 | Avg Fitness = 45.99
Gen 100: Best Fitness = 23.00 | Avg Fitness = 48.20
Gen 110: Best Fitness = 23.00 | Avg Fitness = 47.72
Gen 120: Best Fitness = 23.00 | Avg Fitness = 48.48
Gen 130: Best Fitness = 23.00 | Avg Fitness = 49.59
Gen 140: Best Fitness = 23.00 | Avg Fitness = 48.24
Gen 150: Best Fitness = 23.00 | Avg Fitness = 48.61
Gen 160: Best Fitness = 23.00 | Avg Fitness = 46.50
Gen 170: Best Fitness = 23.00 | Avg Fitness = 45.15
Gen 180: Best Fitness = 23.00 | Avg Fitness = 47.41
Gen 190: Best Fitness = 23.00 | Avg Fitness = 48.31
Gen 200: Best Fitness = 23.00 | Avg Fitness = 49.17
Gen 210: Best Fitness = 23.00 | Avg Fitness = 49.10
Gen 220: Best Fitness = 23.00 | Avg Fitness = 47.22
Gen 230: Best Fitness = 23.00 | Avg Fitness = 47.14
Gen 240: Best Fitness = 23.00 | Avg Fitness = 46.70
Gen 250: Best Fitness = 23.00 | Avg Fitness = 48.78
Gen 260: Best Fitness = 23.00 | Avg Fitness = 47.13
Gen 270: Best Fitness = 23.00 | Avg Fitness = 46.59
Gen 280: Best Fitness = 23.00 | Avg Fitness = 47.60
Gen 290: Best Fitness = 23.00 | Avg Fitness = 48.45
Gen 300: Best Fitness = 23.00 | Avg Fitness = 47.44
Gen 310: Best Fitness = 23.00 | Avg Fitness = 45.97
Gen 320: Best Fitness = 23.00 | Avg Fitness = 46.68
Gen 330: Best Fitness = 23.00 | Avg Fitness = 48.34
Gen 340: Best Fitness = 23.00 | Avg Fitness = 49.92
Gen 350: Best Fitness = 23.00 | Avg Fitness = 48.76
Gen 360: Best Fitness = 23.00 | Avg Fitness = 47.92
Gen 370: Best Fitness = 23.00 | Avg Fitness = 48.09
Gen 380: Best Fitness = 23.00 | Avg Fitness = 49.52
Gen 390: Best Fitness = 23.00 | Avg Fitness = 50.06
Gen 400: Best Fitness = 23.00 | Avg Fitness = 49.55
Gen 410: Best Fitness = 23.00 | Avg Fitness = 49.76
Gen 420: Best Fitness = 23.00 | Avg Fitness = 47.37
Gen 430: Best Fitness = 23.00 | Avg Fitness = 47.30
Gen 440: Best Fitness = 23.00 | Avg Fitness = 49.43
Gen 450: Best Fitness = 23.00 | Avg Fitness = 45.96
Gen 460: Best Fitness = 23.00 | Avg Fitness = 47.72
Gen 470: Best Fitness = 23.00 | Avg Fitness = 50.05
Gen 480: Best Fitness = 23.00 | Avg Fitness = 49.20
Gen 490: Best Fitness = 23.00 | Avg Fitness = 48.77
Gen 500: Best Fitness = 23.00 | Avg Fitness = 46.77
Gen 510: Best Fitness = 23.00 | Avg Fitness = 47.35
Gen 520: Best Fitness = 23.00 | Avg Fitness = 46.89
Gen 530: Best Fitness = 23.00 | Avg Fitness = 45.27
Gen 540: Best Fitness = 23.00 | Avg Fitness = 46.55
Gen 550: Best Fitness = 23.00 | Avg Fitness = 47.25
Gen 560: Best Fitness = 23.00 | Avg Fitness = 48.44
Gen 570: Best Fitness = 23.00 | Avg Fitness = 47.92
Gen 580: Best Fitness = 23.00 | Avg Fitness = 46.98
Gen 590: Best Fitness = 23.00 | Avg Fitness = 47.61
Gen 600: Best Fitness = 23.00 | Avg Fitness = 46.75
Gen 610: Best Fitness = 23.00 | Avg Fitness = 48.51
Gen 620: Best Fitness = 23.00 | Avg Fitness = 47.54
Gen 630: Best Fitness = 22.00 | Avg Fitness = 46.03
Gen 640: Best Fitness = 21.00 | Avg Fitness = 48.57
Gen 650: Best Fitness = 21.00 | Avg Fitness = 46.78
Gen 660: Best Fitness = 21.00 | Avg Fitness = 45.33
Gen 670: Best Fitness = 21.00 | Avg Fitness = 46.77
Gen 680: Best Fitness = 21.00 | Avg Fitness = 47.77
Gen 690: Best Fitness = 21.00 | Avg Fitness = 45.62
Gen 700: Best Fitness = 21.00 | Avg Fitness = 46.98
Gen 710: Best Fitness = 21.00 | Avg Fitness = 46.57
Gen 720: Best Fitness = 21.00 | Avg Fitness = 46.23
Gen 730: Best Fitness = 21.00 | Avg Fitness = 48.10
Gen 740: Best Fitness = 21.00 | Avg Fitness = 49.01
Gen 750: Best Fitness = 21.00 | Avg Fitness = 47.95
Gen 760: Best Fitness = 21.00 | Avg Fitness = 49.51
Gen 770: Best Fitness = 21.00 | Avg Fitness = 46.24
Gen 780: Best Fitness = 21.00 | Avg Fitness = 45.10
Gen 790: Best Fitness = 21.00 | Avg Fitness = 45.21
Gen 800: Best Fitness = 21.00 | Avg Fitness = 46.85
Gen 810: Best Fitness = 21.00 | Avg Fitness = 46.19
Gen 820: Best Fitness = 21.00 | Avg Fitness = 46.87
Gen 830: Best Fitness = 21.00 | Avg Fitness = 47.29
Gen 840: Best Fitness = 21.00 | Avg Fitness = 46.91
Gen 850: Best Fitness = 21.00 | Avg Fitness = 48.07
Gen 860: Best Fitness = 21.00 | Avg Fitness = 46.39
Gen 870: Best Fitness = 21.00 | Avg Fitness = 44.04
Gen 880: Best Fitness = 21.00 | Avg Fitness = 45.39
Gen 890: Best Fitness = 21.00 | Avg Fitness = 47.08
Gen 900: Best Fitness = 21.00 | Avg Fitness = 47.62
Gen 910: Best Fitness = 21.00 | Avg Fitness = 46.05
Gen 920: Best Fitness = 21.00 | Avg Fitness = 46.42
Gen 930: Best Fitness = 21.00 | Avg Fitness = 46.84
Gen 940: Best Fitness = 21.00 | Avg Fitness = 46.58
Gen 950: Best Fitness = 21.00 | Avg Fitness = 47.97
Gen 960: Best Fitness = 21.00 | Avg Fitness = 46.44
Gen 970: Best Fitness = 21.00 | Avg Fitness = 43.77
Gen 980: Best Fitness = 21.00 | Avg Fitness = 48.53
Gen 990: Best Fitness = 21.00 | Avg Fitness = 46.40
Max generations reached.
Run Finished. Final Fitness: 21.0

--- Mutation 0.2 | Run 5/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 44.00 | Avg Fitness = 64.90
Gen 10: Best Fitness = 30.00 | Avg Fitness = 48.80
Gen 20: Best Fitness = 27.00 | Avg Fitness = 45.80
Gen 30: Best Fitness = 27.00 | Avg Fitness = 47.36
Gen 40: Best Fitness = 27.00 | Avg Fitness = 49.69
Gen 50: Best Fitness = 27.00 | Avg Fitness = 49.92
Gen 60: Best Fitness = 27.00 | Avg Fitness = 49.20
Gen 70: Best Fitness = 27.00 | Avg Fitness = 47.67
Gen 80: Best Fitness = 22.00 | Avg Fitness = 48.51
Gen 90: Best Fitness = 22.00 | Avg Fitness = 47.95
Gen 100: Best Fitness = 22.00 | Avg Fitness = 47.85
Gen 110: Best Fitness = 22.00 | Avg Fitness = 46.50
Gen 120: Best Fitness = 22.00 | Avg Fitness = 46.73
Gen 130: Best Fitness = 22.00 | Avg Fitness = 49.60
Gen 140: Best Fitness = 22.00 | Avg Fitness = 47.34
Gen 150: Best Fitness = 22.00 | Avg Fitness = 47.34
Gen 160: Best Fitness = 22.00 | Avg Fitness = 47.49
Gen 170: Best Fitness = 22.00 | Avg Fitness = 48.07
Gen 180: Best Fitness = 22.00 | Avg Fitness = 45.58
Gen 190: Best Fitness = 22.00 | Avg Fitness = 48.78
Gen 200: Best Fitness = 22.00 | Avg Fitness = 48.30
Gen 210: Best Fitness = 22.00 | Avg Fitness = 48.95
Gen 220: Best Fitness = 22.00 | Avg Fitness = 47.88
Gen 230: Best Fitness = 22.00 | Avg Fitness = 47.97
Gen 240: Best Fitness = 22.00 | Avg Fitness = 49.74
Gen 250: Best Fitness = 22.00 | Avg Fitness = 45.55
Gen 260: Best Fitness = 22.00 | Avg Fitness = 47.15
Gen 270: Best Fitness = 22.00 | Avg Fitness = 47.10
Gen 280: Best Fitness = 22.00 | Avg Fitness = 44.84
Gen 290: Best Fitness = 22.00 | Avg Fitness = 47.17
Gen 300: Best Fitness = 22.00 | Avg Fitness = 47.07
Gen 310: Best Fitness = 22.00 | Avg Fitness = 47.34
Gen 320: Best Fitness = 22.00 | Avg Fitness = 47.21
Gen 330: Best Fitness = 22.00 | Avg Fitness = 48.10
Gen 340: Best Fitness = 22.00 | Avg Fitness = 45.44
Gen 350: Best Fitness = 22.00 | Avg Fitness = 49.58
Gen 360: Best Fitness = 22.00 | Avg Fitness = 46.21
Gen 370: Best Fitness = 22.00 | Avg Fitness = 48.81
Gen 380: Best Fitness = 22.00 | Avg Fitness = 47.69
Gen 390: Best Fitness = 22.00 | Avg Fitness = 50.23
Gen 400: Best Fitness = 22.00 | Avg Fitness = 47.33
Gen 410: Best Fitness = 22.00 | Avg Fitness = 48.20
Gen 420: Best Fitness = 20.00 | Avg Fitness = 46.07
Gen 430: Best Fitness = 20.00 | Avg Fitness = 46.95
Gen 440: Best Fitness = 20.00 | Avg Fitness = 46.57
Gen 450: Best Fitness = 20.00 | Avg Fitness = 45.24
Gen 460: Best Fitness = 20.00 | Avg Fitness = 47.09
Gen 470: Best Fitness = 20.00 | Avg Fitness = 48.00
Gen 480: Best Fitness = 20.00 | Avg Fitness = 46.06
Gen 490: Best Fitness = 20.00 | Avg Fitness = 46.61
Gen 500: Best Fitness = 20.00 | Avg Fitness = 47.99
Gen 510: Best Fitness = 20.00 | Avg Fitness = 49.13
Gen 520: Best Fitness = 20.00 | Avg Fitness = 48.00
Gen 530: Best Fitness = 20.00 | Avg Fitness = 43.94
Gen 540: Best Fitness = 20.00 | Avg Fitness = 49.29
Gen 550: Best Fitness = 20.00 | Avg Fitness = 48.78
Gen 560: Best Fitness = 20.00 | Avg Fitness = 48.98
Gen 570: Best Fitness = 20.00 | Avg Fitness = 47.44
Gen 580: Best Fitness = 20.00 | Avg Fitness = 48.10
Gen 590: Best Fitness = 20.00 | Avg Fitness = 47.88
Gen 600: Best Fitness = 20.00 | Avg Fitness = 46.92
Gen 610: Best Fitness = 20.00 | Avg Fitness = 46.89
Gen 620: Best Fitness = 20.00 | Avg Fitness = 48.27
Gen 630: Best Fitness = 20.00 | Avg Fitness = 48.28
Gen 640: Best Fitness = 20.00 | Avg Fitness = 49.02
Gen 650: Best Fitness = 20.00 | Avg Fitness = 46.61
Gen 660: Best Fitness = 20.00 | Avg Fitness = 48.44
Gen 670: Best Fitness = 20.00 | Avg Fitness = 47.56
Gen 680: Best Fitness = 20.00 | Avg Fitness = 48.71
Gen 690: Best Fitness = 20.00 | Avg Fitness = 47.55
Gen 700: Best Fitness = 20.00 | Avg Fitness = 47.87
Gen 710: Best Fitness = 20.00 | Avg Fitness = 47.53
Gen 720: Best Fitness = 20.00 | Avg Fitness = 46.99
Gen 730: Best Fitness = 20.00 | Avg Fitness = 48.88
Gen 740: Best Fitness = 20.00 | Avg Fitness = 48.01
Gen 750: Best Fitness = 20.00 | Avg Fitness = 50.66
Gen 760: Best Fitness = 20.00 | Avg Fitness = 47.17
Gen 770: Best Fitness = 20.00 | Avg Fitness = 48.17
Gen 780: Best Fitness = 20.00 | Avg Fitness = 46.89
Gen 790: Best Fitness = 20.00 | Avg Fitness = 46.70
Gen 800: Best Fitness = 20.00 | Avg Fitness = 46.10
Gen 810: Best Fitness = 20.00 | Avg Fitness = 46.41
Gen 820: Best Fitness = 20.00 | Avg Fitness = 48.29
Gen 830: Best Fitness = 20.00 | Avg Fitness = 48.83
Gen 840: Best Fitness = 20.00 | Avg Fitness = 47.29
Gen 850: Best Fitness = 20.00 | Avg Fitness = 46.31
Gen 860: Best Fitness = 20.00 | Avg Fitness = 46.94
Gen 870: Best Fitness = 20.00 | Avg Fitness = 50.38
Gen 880: Best Fitness = 20.00 | Avg Fitness = 48.89
Gen 890: Best Fitness = 20.00 | Avg Fitness = 47.27
Gen 900: Best Fitness = 20.00 | Avg Fitness = 47.25
Gen 910: Best Fitness = 20.00 | Avg Fitness = 47.49
Gen 920: Best Fitness = 20.00 | Avg Fitness = 48.42
Gen 930: Best Fitness = 20.00 | Avg Fitness = 47.39
Gen 940: Best Fitness = 20.00 | Avg Fitness = 48.86
Gen 950: Best Fitness = 20.00 | Avg Fitness = 47.64
Gen 960: Best Fitness = 20.00 | Avg Fitness = 48.08
Gen 970: Best Fitness = 20.00 | Avg Fitness = 47.24
Gen 980: Best Fitness = 20.00 | Avg Fitness = 47.70
Gen 990: Best Fitness = 20.00 | Avg Fitness = 48.82
Max generations reached.
Run Finished. Final Fitness: 20.0

--- Mutation 0.2 | Run 6/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 41.00 | Avg Fitness = 68.70
Gen 10: Best Fitness = 29.00 | Avg Fitness = 49.44
Gen 20: Best Fitness = 26.00 | Avg Fitness = 50.10
Gen 30: Best Fitness = 26.00 | Avg Fitness = 47.24
Gen 40: Best Fitness = 26.00 | Avg Fitness = 48.94
Gen 50: Best Fitness = 26.00 | Avg Fitness = 47.71
Gen 60: Best Fitness = 20.00 | Avg Fitness = 47.52
Gen 70: Best Fitness = 20.00 | Avg Fitness = 45.93
Gen 80: Best Fitness = 19.00 | Avg Fitness = 44.85
Gen 90: Best Fitness = 19.00 | Avg Fitness = 46.96
Gen 100: Best Fitness = 19.00 | Avg Fitness = 46.48
Gen 110: Best Fitness = 19.00 | Avg Fitness = 44.75
Gen 120: Best Fitness = 19.00 | Avg Fitness = 44.04
Gen 130: Best Fitness = 19.00 | Avg Fitness = 45.72
Gen 140: Best Fitness = 19.00 | Avg Fitness = 47.47
Gen 150: Best Fitness = 19.00 | Avg Fitness = 47.35
Gen 160: Best Fitness = 19.00 | Avg Fitness = 46.07
Gen 170: Best Fitness = 19.00 | Avg Fitness = 46.94
Gen 180: Best Fitness = 19.00 | Avg Fitness = 45.91
Gen 190: Best Fitness = 19.00 | Avg Fitness = 45.90
Gen 200: Best Fitness = 19.00 | Avg Fitness = 43.91
Gen 210: Best Fitness = 19.00 | Avg Fitness = 44.62
Gen 220: Best Fitness = 19.00 | Avg Fitness = 46.64
Gen 230: Best Fitness = 19.00 | Avg Fitness = 45.80
Gen 240: Best Fitness = 19.00 | Avg Fitness = 47.02
Gen 250: Best Fitness = 19.00 | Avg Fitness = 46.06
Gen 260: Best Fitness = 19.00 | Avg Fitness = 46.57
Gen 270: Best Fitness = 19.00 | Avg Fitness = 46.85
Gen 280: Best Fitness = 19.00 | Avg Fitness = 46.47
Gen 290: Best Fitness = 19.00 | Avg Fitness = 48.37
Gen 300: Best Fitness = 19.00 | Avg Fitness = 47.01
Gen 310: Best Fitness = 19.00 | Avg Fitness = 46.40
Gen 320: Best Fitness = 19.00 | Avg Fitness = 44.67
Gen 330: Best Fitness = 19.00 | Avg Fitness = 46.23
Gen 340: Best Fitness = 19.00 | Avg Fitness = 46.92
Gen 350: Best Fitness = 19.00 | Avg Fitness = 47.34
Gen 360: Best Fitness = 19.00 | Avg Fitness = 44.68
Gen 370: Best Fitness = 19.00 | Avg Fitness = 46.43
Gen 380: Best Fitness = 19.00 | Avg Fitness = 44.12
Gen 390: Best Fitness = 19.00 | Avg Fitness = 45.07
Gen 400: Best Fitness = 19.00 | Avg Fitness = 46.09
Gen 410: Best Fitness = 19.00 | Avg Fitness = 45.92
Gen 420: Best Fitness = 19.00 | Avg Fitness = 46.52
Gen 430: Best Fitness = 19.00 | Avg Fitness = 45.69
Gen 440: Best Fitness = 19.00 | Avg Fitness = 49.19
Gen 450: Best Fitness = 19.00 | Avg Fitness = 43.43
Gen 460: Best Fitness = 19.00 | Avg Fitness = 46.20
Gen 470: Best Fitness = 19.00 | Avg Fitness = 47.55
Gen 480: Best Fitness = 19.00 | Avg Fitness = 44.93
Gen 490: Best Fitness = 19.00 | Avg Fitness = 46.34
Gen 500: Best Fitness = 19.00 | Avg Fitness = 45.07
Gen 510: Best Fitness = 19.00 | Avg Fitness = 45.35
Gen 520: Best Fitness = 19.00 | Avg Fitness = 49.10
Gen 530: Best Fitness = 19.00 | Avg Fitness = 45.31
Gen 540: Best Fitness = 19.00 | Avg Fitness = 47.78
Gen 550: Best Fitness = 19.00 | Avg Fitness = 46.74
Gen 560: Best Fitness = 19.00 | Avg Fitness = 46.37
Gen 570: Best Fitness = 19.00 | Avg Fitness = 45.23
Gen 580: Best Fitness = 19.00 | Avg Fitness = 46.79
Gen 590: Best Fitness = 19.00 | Avg Fitness = 45.01
Gen 600: Best Fitness = 19.00 | Avg Fitness = 48.68
Gen 610: Best Fitness = 19.00 | Avg Fitness = 45.11
Gen 620: Best Fitness = 19.00 | Avg Fitness = 47.25
Gen 630: Best Fitness = 19.00 | Avg Fitness = 46.26
Gen 640: Best Fitness = 19.00 | Avg Fitness = 47.23
Gen 650: Best Fitness = 19.00 | Avg Fitness = 47.35
Gen 660: Best Fitness = 19.00 | Avg Fitness = 48.40
Gen 670: Best Fitness = 19.00 | Avg Fitness = 45.88
Gen 680: Best Fitness = 19.00 | Avg Fitness = 46.08
Gen 690: Best Fitness = 19.00 | Avg Fitness = 47.48
Gen 700: Best Fitness = 19.00 | Avg Fitness = 46.83
Gen 710: Best Fitness = 19.00 | Avg Fitness = 46.40
Gen 720: Best Fitness = 19.00 | Avg Fitness = 45.04
Gen 730: Best Fitness = 19.00 | Avg Fitness = 44.89
Gen 740: Best Fitness = 19.00 | Avg Fitness = 48.01
Gen 750: Best Fitness = 19.00 | Avg Fitness = 46.70
Gen 760: Best Fitness = 19.00 | Avg Fitness = 47.15
Gen 770: Best Fitness = 19.00 | Avg Fitness = 47.64
Gen 780: Best Fitness = 19.00 | Avg Fitness = 45.15
Gen 790: Best Fitness = 19.00 | Avg Fitness = 47.37
Gen 800: Best Fitness = 19.00 | Avg Fitness = 48.16
Gen 810: Best Fitness = 19.00 | Avg Fitness = 46.42
Gen 820: Best Fitness = 19.00 | Avg Fitness = 46.16
Gen 830: Best Fitness = 19.00 | Avg Fitness = 45.89
Gen 840: Best Fitness = 19.00 | Avg Fitness = 44.90
Gen 850: Best Fitness = 19.00 | Avg Fitness = 50.56
Gen 860: Best Fitness = 19.00 | Avg Fitness = 48.07
Gen 870: Best Fitness = 19.00 | Avg Fitness = 44.55
Gen 880: Best Fitness = 19.00 | Avg Fitness = 47.78
Gen 890: Best Fitness = 19.00 | Avg Fitness = 47.67
Gen 900: Best Fitness = 19.00 | Avg Fitness = 45.93
Gen 910: Best Fitness = 19.00 | Avg Fitness = 46.20
Gen 920: Best Fitness = 19.00 | Avg Fitness = 46.91
Gen 930: Best Fitness = 19.00 | Avg Fitness = 48.42
Gen 940: Best Fitness = 17.00 | Avg Fitness = 47.39
Gen 950: Best Fitness = 17.00 | Avg Fitness = 47.62
Gen 960: Best Fitness = 17.00 | Avg Fitness = 45.62
Gen 970: Best Fitness = 17.00 | Avg Fitness = 47.68
